99999 1 2
4941 9881 4941 1
96207 7586 96207 1
37786 75571 37786 1
51366 97268 51366 1
34365 68729 34365 1
2161 4321 2161 1
28269 56537 28269 1
68125 63750 68125 1
30789 61577 30789 1
81655 36690 81655 1
46170 92339 46170 1
7758 15515 7758 1
95026 9948 95026 1
98823 2354 98823 1
54367 91266 54367 1
15798 31595 15798 1
69176 61648 69176 1
33172 66343 33172 1
52765 94470 52765 1
15199 30397 15199 1
34384 68767 34384 1
47345 94689 47345 1
12493 24985 12493 1
92666 14668 92666 1
22265 44529 22265 1
30985 61969 30985 1
77793 44414 77793 1
70687 58626 70687 1
7859 15717 7859 1
27184 54367 27184 1
70628 58744 70628 1
16743 33485 16743 1
47226 94451 47226 1
42369 84737 42369 1
84707 30586 84707 1
80807 38386 80807 1
39923 79845 39923 1
96570 6860 96570 1
8326 16651 8326 1
78159 43682 78159 1
35297 70593 35297 1
8793 17585 8793 1
70506 58988 70506 1
62580 74840 62580 1
62740 74520 62740 1
33801 67601 33801 1
90874 18252 90874 1
29387 58773 29387 1
4500 8999 4500 1
42546 85091 42546 1
973 1945 973 1
50491 99018 50491 1
10316 20631 10316 1
962 1923 962 1
31769 63537 31769 1
56778 86444 56778 1
42830 85659 42830 1
2257 4513 2257 1
79150 41700 79150 1
75208 49584 75208 1
79854 40292 79854 1
18765 37529 18765 1
65668 68664 65668 1
96992 6016 96992 1
31415 62829 31415 1
40816 81631 40816 1
52844 94312 52844 1
24412 48823 24412 1
86730 26540 86730 1
80246 39508 80246 1
66770 66460 66770 1
69028 61944 69028 1
84472 31056 84472 1
908 1815 908 1
65934 68132 65934 1
21497 42993 21497 1
95276 9448 95276 1
22122 44243 22122 1
51988 96024 51988 1
31929 63857 31929 1
15950 31899 15950 1
30364 60727 30364 1
93156 13688 93156 1
8795 17589 8795 1
29326 58651 29326 1
61878 76244 61878 1
4115 8229 4115 1
16892 33783 16892 1
97024 5952 97024 1
88333 23334 88333 1
11982 23963 11982 1
45616 91231 45616 1
21998 43995 21998 1
20800 41599 20800 1
93639 12722 93639 1
33454 66907 33454 1
1121 2241 1121 1
44976 89951 44976 1
54837 90326 54837 1
7037 14073 7037 1
94350 11300 94350 1
38287 76573 38287 1
3078 6155 3078 1
28313 56625 28313 1
82642 34716 82642 1
55278 89444 55278 1
67244 65512 67244 1
56388 87224 56388 1
29036 58071 29036 1
42661 85321 42661 1
38442 76883 38442 1
88591 22818 88591 1
81638 36724 81638 1
29833 59665 29833 1
50255 99490 50255 1
50728 98544 50728 1
96288 7424 96288 1
18433 36865 18433 1
97478 5044 97478 1
45590 91179 45590 1
6179 12357 6179 1
77883 44234 77883 1
3113 6225 3113 1
46119 92237 46119 1
2051 4101 2051 1
81464 37072 81464 1
63846 72308 63846 1
39743 79485 39743 1
61731 76538 61731 1
81318 37364 81318 1
14251 28501 14251 1
21212 42423 21212 1
41490 82979 41490 1
50425 99150 50425 1
32233 64465 32233 1
39697 79393 39697 1
59204 81592 59204 1
59717 80566 59717 1
92053 15894 92053 1
91692 16616 91692 1
79480 41040 79480 1
10370 20739 10370 1
69744 60512 69744 1
55290 89420 55290 1
31985 63969 31985 1
57352 85296 57352 1
91129 17742 91129 1
32288 64575 32288 1
13329 26657 13329 1
44390 88779 44390 1
81414 37172 81414 1
25451 50901 25451 1
96130 7740 96130 1
56294 87412 56294 1
68684 62632 68684 1
52603 94794 52603 1
54506 90988 54506 1
41125 82249 41125 1
20062 40123 20062 1
14326 28651 14326 1
44532 89063 44532 1
50559 98882 50559 1
96054 7892 96054 1
52366 95268 52366 1
76981 46038 76981 1
50212 99576 50212 1
11852 23703 11852 1
74637 50726 74637 1
24085 48169 24085 1
94647 10706 94647 1
30841 61681 30841 1
9343 18685 9343 1
88884 22232 88884 1
63672 72656 63672 1
58306 83388 58306 1
81015 37970 81015 1
14813 29625 14813 1
22920 45839 22920 1
86591 26818 86591 1
36578 73155 36578 1
15266 30531 15266 1
84047 31906 84047 1
35798 71595 35798 1
47868 95735 47868 1
3310 6619 3310 1
79562 40876 79562 1
45653 91305 45653 1
87219 25562 87219 1
90324 19352 90324 1
75626 48748 75626 1
30782 61563 30782 1
78758 42484 78758 1
55193 89614 55193 1
31711 63421 31711 1
47684 95367 47684 1
38808 77615 38808 1
7901 15801 7901 1
64532 70936 64532 1
82108 35784 82108 1
89487 21026 89487 1
14190 28379 14190 1
94366 11268 94366 1
14109 28217 14109 1
70770 58460 70770 1
47403 94805 47403 1
29516 59031 29516 1
16443 32885 16443 1
29062 58123 29062 1
20971 41941 20971 1
24488 48975 24488 1
9872 19743 9872 1
11490 22979 11490 1
11413 22825 11413 1
80372 39256 80372 1
37794 75587 37794 1
58052 83896 58052 1
89046 21908 89046 1
69346 61308 69346 1
4935 9869 4935 1
51453 97094 51453 1
4494 8987 4494 1
99011 1978 99011 1
32690 65379 32690 1
76672 46656 76672 1
78205 43590 78205 1
32907 65813 32907 1
82765 34470 82765 1
87596 24808 87596 1
41641 83281 41641 1
63638 72724 63638 1
31302 62603 31302 1
90725 18550 90725 1
81469 37062 81469 1
58701 82598 58701 1
69238 61524 69238 1
57644 84712 57644 1
87809 24382 87809 1
93354 13292 93354 1
33645 67289 33645 1
61300 77400 61300 1
61170 77660 61170 1
95375 9250 95375 1
41894 83787 41894 1
22332 44663 22332 1
35343 70685 35343 1
7231 14461 7231 1
71075 57850 71075 1
85696 28608 85696 1
36797 73593 36797 1
7827 15653 7827 1
8340 16679 8340 1
10953 21905 10953 1
44580 89159 44580 1
65545 68910 65545 1
72947 54106 72947 1
99694 612 99694 1
81379 37242 81379 1
89900 20200 89900 1
60927 78146 60927 1
77471 45058 77471 1
5237 10473 5237 1
3817 7633 3817 1
97156 5688 97156 1
32763 65525 32763 1
39260 78519 39260 1
24467 48933 24467 1
14508 29015 14508 1
6776 13551 6776 1
57230 85540 57230 1
71789 56422 71789 1
36853 73705 36853 1
54068 91864 54068 1
28327 56653 28327 1
47139 94277 47139 1
10826 21651 10826 1
74557 50886 74557 1
28891 57781 28891 1
19638 39275 19638 1
91631 16738 91631 1
45259 90517 45259 1
84724 30552 84724 1
17387 34773 17387 1
20061 40121 20061 1
21245 42489 21245 1
54698 90604 54698 1
3179 6357 3179 1
99320 1360 99320 1
97702 4596 97702 1
14667 29333 14667 1
22930 45859 22930 1
54077 91846 54077 1
88654 22692 88654 1
85981 28038 85981 1
63539 72922 63539 1
45203 90405 45203 1
95416 9168 95416 1
17811 35621 17811 1
88166 23668 88166 1
93889 12222 93889 1
41419 82837 41419 1
62462 75076 62462 1
30238 60475 30238 1
71629 56742 71629 1
11074 22147 11074 1
38955 77909 38955 1
38384 76767 38384 1
55945 88110 55945 1
31201 62401 31201 1
70995 58010 70995 1
45046 90091 45046 1
52999 94002 52999 1
37279 74557 37279 1
76345 47310 76345 1
98111 3778 98111 1
57383 85234 57383 1
86937 26126 86937 1
90985 18030 90985 1
60680 78640 60680 1
46061 92121 46061 1
82810 34380 82810 1
79766 40468 79766 1
98206 3588 98206 1
10277 20553 10277 1
45759 91517 45759 1
75787 48426 75787 1
76733 46534 76733 1
89312 21376 89312 1
91784 16432 91784 1
79723 40554 79723 1
80624 38752 80624 1
40907 81813 40907 1
93439 13122 93439 1
92692 14616 92692 1
91564 16872 91564 1
49421 98841 49421 1
46558 93115 46558 1
29485 58969 29485 1
96517 6966 96517 1
20656 41311 20656 1
65484 69032 65484 1
81615 36770 81615 1
85937 28126 85937 1
17455 34909 17455 1
62853 74294 62853 1
75112 49776 75112 1
2461 4921 2461 1
11251 22501 11251 1
31333 62665 31333 1
18284 36567 18284 1
71703 56594 71703 1
24923 49845 24923 1
87726 24548 87726 1
14404 28807 14404 1
67778 64444 67778 1
97939 4122 97939 1
67965 64070 67965 1
43941 87881 43941 1
95135 9730 95135 1
67537 64926 67537 1
18361 36721 18361 1
61529 76942 61529 1
72811 54378 72811 1
64125 71750 64125 1
58452 83096 58452 1
72430 55140 72430 1
58906 82188 58906 1
45866 91731 45866 1
55957 88086 55957 1
57258 85484 57258 1
81238 37524 81238 1
11323 22645 11323 1
21261 42521 21261 1
82641 34718 82641 1
82516 34968 82516 1
15941 31881 15941 1
12263 24525 12263 1
98087 3826 98087 1
77420 45160 77420 1
67634 64732 67634 1
79896 40208 79896 1
49922 99843 49922 1
89185 21630 89185 1
15223 30445 15223 1
55641 88718 55641 1
90258 19484 90258 1
96212 7576 96212 1
67934 64132 67934 1
98854 2292 98854 1
72195 55610 72195 1
68681 62638 68681 1
67842 64316 67842 1
35284 70567 35284 1
54585 90830 54585 1
79262 41476 79262 1
52969 94062 52969 1
10857 21713 10857 1
21466 42931 21466 1
79295 41410 79295 1
46268 92535 46268 1
50640 98720 50640 1
34153 68305 34153 1
69033 61934 69033 1
6794 13587 6794 1
92979 14042 92979 1
44297 88593 44297 1
30711 61421 30711 1
83844 32312 83844 1
33960 67919 33960 1
13909 27817 13909 1
38969 77937 38969 1
69289 61422 69289 1
52368 95264 52368 1
48106 96211 48106 1
82312 35376 82312 1
32754 65507 32754 1
79624 40752 79624 1
83888 32224 83888 1
18908 37815 18908 1
53590 92820 53590 1
50509 98982 50509 1
66945 66110 66945 1
61771 76458 61771 1
68698 62604 68698 1
35175 70349 35175 1
84056 31888 84056 1
6282 12563 6282 1
23961 47921 23961 1
68858 62284 68858 1
16464 32927 16464 1
25445 50889 25445 1
88867 22266 88867 1
81723 36554 81723 1
43728 87455 43728 1
8802 17603 8802 1
97635 4730 97635 1
89326 21348 89326 1
22868 45735 22868 1
4490 8979 4490 1
87832 24336 87832 1
88886 22228 88886 1
89212 21576 89212 1
8517 17033 8517 1
60316 79368 60316 1
49837 99673 49837 1
56326 87348 56326 1
77066 45868 77066 1
85759 28482 85759 1
5373 10745 5373 1
38305 76609 38305 1
16502 33003 16502 1
95832 8336 95832 1
9548 19095 9548 1
59919 80162 59919 1
88982 22036 88982 1
41655 83309 41655 1
32276 64551 32276 1
66125 67750 66125 1
37990 75979 37990 1
6468 12935 6468 1
21174 42347 21174 1
18369 36737 18369 1
18058 36115 18058 1
74184 51632 74184 1
54109 91782 54109 1
69700 60600 69700 1
60233 79534 60233 1
30800 61599 30800 1
77879 44242 77879 1
66548 66904 66548 1
41734 83467 41734 1
70968 58064 70968 1
82298 35404 82298 1
72629 54742 72629 1
35969 71937 35969 1
67364 65272 67364 1
69805 60390 69805 1
67438 65124 67438 1
86438 27124 86438 1
44556 89111 44556 1
77395 45210 77395 1
45133 90265 45133 1
921 1841 921 1
44680 89359 44680 1
43351 86701 43351 1
73305 53390 73305 1
47620 95239 47620 1
17050 34099 17050 1
53345 93310 53345 1
94902 10196 94902 1
27660 55319 27660 1
78429 43142 78429 1
70334 59332 70334 1
71366 57268 71366 1
22973 45945 22973 1
78523 42954 78523 1
9287 18573 9287 1
40733 81465 40733 1
8021 16041 8021 1
29412 58823 29412 1
80519 38962 80519 1
80111 39778 80111 1
63303 73394 63303 1
82331 35338 82331 1
32522 65043 32522 1
73884 52232 73884 1
37377 74753 37377 1
91183 17634 91183 1
84731 30538 84731 1
57642 84716 57642 1
51315 97370 51315 1
76926 46148 76926 1
77508 44984 77508 1
12322 24643 12322 1
70005 59990 70005 1
94284 11432 94284 1
18321 36641 18321 1
99610 780 99610 1
33789 67577 33789 1
54748 90504 54748 1
6267 12533 6267 1
17947 35893 17947 1
36025 72049 36025 1
76685 46630 76685 1
85356 29288 85356 1
19021 38041 19021 1
61762 76476 61762 1
15050 30099 15050 1
43091 86181 43091 1
68715 62570 68715 1
89949 20102 89949 1
40251 80501 40251 1
11385 22769 11385 1
77953 44094 77953 1
12954 25907 12954 1
88464 23072 88464 1
45526 91051 45526 1
53946 92108 53946 1
4524 9047 4524 1
71234 57532 71234 1
37815 75629 37815 1
90775 18450 90775 1
96911 6178 96911 1
42867 85733 42867 1
8581 17161 8581 1
44538 89075 44538 1
17941 35881 17941 1
44101 88201 44101 1
91266 17468 91266 1
66990 66020 66990 1
8250 16499 8250 1
59303 81394 59303 1
98673 2654 98673 1
44005 88009 44005 1
45914 91827 45914 1
50257 99486 50257 1
72552 54896 72552 1
20855 41709 20855 1
51158 97684 51158 1
55666 88668 55666 1
84841 30318 84841 1
18474 36947 18474 1
57782 84436 57782 1
88296 23408 88296 1
96710 6580 96710 1
24258 48515 24258 1
42659 85317 42659 1
61479 77042 61479 1
33946 67891 33946 1
64343 71314 64343 1
75538 48924 75538 1
45687 91373 45687 1
64631 70738 64631 1
3604 7207 3604 1
57105 85790 57105 1
55465 89070 55465 1
9943 19885 9943 1
25676 51351 25676 1
49312 98623 49312 1
98318 3364 98318 1
75123 49754 75123 1
59669 80662 59669 1
6238 12475 6238 1
35565 71129 35565 1
19123 38245 19123 1
9619 19237 9619 1
14549 29097 14549 1
18660 37319 18660 1
84773 30454 84773 1
23128 46255 23128 1
34126 68251 34126 1
9132 18263 9132 1
501 1001 501 1
30701 61401 30701 1
40211 80421 40211 1
41421 82841 41421 1
45383 90765 45383 1
37482 74963 37482 1
21733 43465 21733 1
87794 24412 87794 1
81855 36290 81855 1
49937 99873 49937 1
74118 51764 74118 1
21966 43931 21966 1
88695 22610 88695 1
36415 72829 36415 1
5398 10795 5398 1
53627 92746 53627 1
24110 48219 24110 1
30260 60519 30260 1
31502 63003 31502 1
40916 81831 40916 1
26508 53015 26508 1
44030 88059 44030 1
53712 92576 53712 1
64169 71662 64169 1
30699 61397 30699 1
65564 68872 65564 1
90718 18564 90718 1
44914 89827 44914 1
6035 12069 6035 1
45988 91975 45988 1
18696 37391 18696 1
22164 44327 22164 1
39403 78805 39403 1
44915 89829 44915 1
42716 85431 42716 1
35234 70467 35234 1
85838 28324 85838 1
6593 13185 6593 1
70184 59632 70184 1
95926 8148 95926 1
24231 48461 24231 1
84354 31292 84354 1
46549 93097 46549 1
96767 6466 96767 1
26243 52485 26243 1
11202 22403 11202 1
77228 45544 77228 1
53808 92384 53808 1
92520 14960 92520 1
29971 59941 29971 1
6006 12011 6006 1
56342 87316 56342 1
11260 22519 11260 1
98534 2932 98534 1
88883 22234 88883 1
57970 84060 57970 1
72655 54690 72655 1
55174 89652 55174 1
97670 4660 97670 1
88757 22486 88757 1
10307 20613 10307 1
73870 52260 73870 1
57222 85556 57222 1
36416 72831 36416 1
8415 16829 8415 1
7653 15305 7653 1
87645 24710 87645 1
37519 75037 37519 1
16758 33515 16758 1
97719 4562 97719 1
57635 84730 57635 1
72667 54666 72667 1
98681 2638 98681 1
4081 8161 4081 1
90917 18166 90917 1
13183 26365 13183 1
59913 80174 59913 1
37647 75293 37647 1
70512 58976 70512 1
19848 39695 19848 1
81203 37594 81203 1
56039 87922 56039 1
93586 12828 93586 1
49669 99337 49669 1
20332 40663 20332 1
27603 55205 27603 1
29 57 29 1
22410 44819 22410 1
31445 62889 31445 1
80622 38756 80622 1
24685 49369 24685 1
76136 47728 76136 1
55317 89366 55317 1
10439 20877 10439 1
54027 91946 54027 1
69160 61680 69160 1
98245 3510 98245 1
62101 75798 62101 1
59212 81576 59212 1
9175 18349 9175 1
92028 15944 92028 1
64992 70016 64992 1
8430 16859 8430 1
84129 31742 84129 1
16177 32353 16177 1
20218 40435 20218 1
55623 88754 55623 1
25981 51961 25981 1
42533 85065 42533 1
96823 6354 96823 1
72373 55254 72373 1
14632 29263 14632 1
19259 38517 19259 1
75586 48828 75586 1
7219 14437 7219 1
52094 95812 52094 1
17747 35493 17747 1
95192 9616 95192 1
64108 71784 64108 1
5978 11955 5978 1
87244 25512 87244 1
45378 90755 45378 1
44944 89887 44944 1
62428 75144 62428 1
82719 34562 82719 1
41166 82331 41166 1
32002 64003 32002 1
68727 62546 68727 1
92472 15056 92472 1
68835 62330 68835 1
44196 88391 44196 1
18306 36611 18306 1
45386 90771 45386 1
75325 49350 75325 1
37277 74553 37277 1
84279 31442 84279 1
75744 48512 75744 1
3270 6539 3270 1
23019 46037 23019 1
2846 5691 2846 1
97742 4516 97742 1
53693 92614 53693 1
70191 59618 70191 1
72147 55706 72147 1
78360 43280 78360 1
87292 25416 87292 1
39193 78385 39193 1
29552 59103 29552 1
71084 57832 71084 1
86620 26760 86620 1
65575 68850 65575 1
88828 22344 88828 1
69845 60310 69845 1
42352 84703 42352 1
11474 22947 11474 1
46567 93133 46567 1
30756 61511 30756 1
46640 93279 46640 1
26082 52163 26082 1
27400 54799 27400 1
8712 17423 8712 1
18631 37261 18631 1
64454 71092 64454 1
67491 65018 67491 1
3580 7159 3580 1
81194 37612 81194 1
20323 40645 20323 1
36202 72403 36202 1
35381 70761 35381 1
10727 21453 10727 1
98976 2048 98976 1
6609 13217 6609 1
57163 85674 57163 1
59924 80152 59924 1
4732 9463 4732 1
55001 89998 55001 1
58609 82782 58609 1
41706 83411 41706 1
6946 13891 6946 1
88675 22650 88675 1
25518 51035 25518 1
74871 50258 74871 1
49763 99525 49763 1
73702 52596 73702 1
32145 64289 32145 1
91832 16336 91832 1
14455 28909 14455 1
34260 68519 34260 1
2401 4801 2401 1
4946 9891 4946 1
27004 54007 27004 1
45963 91925 45963 1
26748 53495 26748 1
72003 55994 72003 1
2614 5227 2614 1
4603 9205 4603 1
13471 26941 13471 1
7448 14895 7448 1
34930 69859 34930 1
12949 25897 12949 1
15027 30053 15027 1
57995 84010 57995 1
10183 20365 10183 1
24036 48071 24036 1
78818 42364 78818 1
33137 66273 33137 1
18657 37313 18657 1
11339 22677 11339 1
35259 70517 35259 1
73763 52474 73763 1
29108 58215 29108 1
49823 99645 49823 1
33687 67373 33687 1
83513 32974 83513 1
65053 69894 65053 1
78586 42828 78586 1
6500 12999 6500 1
54003 91994 54003 1
66027 67946 66027 1
99223 1554 99223 1
85150 29700 85150 1
14907 29813 14907 1
3261 6521 3261 1
92906 14188 92906 1
2211 4421 2211 1
52510 94980 52510 1
99109 1782 99109 1
45006 90011 45006 1
2214 4427 2214 1
91150 17700 91150 1
13871 27741 13871 1
1486 2971 1486 1
77449 45102 77449 1
38518 77035 38518 1
96262 7476 96262 1
26655 53309 26655 1
32393 64785 32393 1
8437 16873 8437 1
14184 28367 14184 1
80435 39130 80435 1
73105 53790 73105 1
3191 6381 3191 1
59115 81770 59115 1
92771 14458 92771 1
92179 15642 92179 1
27230 54459 27230 1
883 1765 883 1
16660 33319 16660 1
92543 14914 92543 1
37466 74931 37466 1
79736 40528 79736 1
58484 83032 58484 1
44368 88735 44368 1
97630 4740 97630 1
69721 60558 69721 1
5293 10585 5293 1
19909 39817 19909 1
16350 32699 16350 1
18417 36833 18417 1
6556 13111 6556 1
12912 25823 12912 1
11956 23911 11956 1
9160 18319 9160 1
59619 80762 59619 1
1687 3373 1687 1
86358 27284 86358 1
26601 53201 26601 1
26791 53581 26791 1
94883 10234 94883 1
55250 89500 55250 1
7651 15301 7651 1
66935 66130 66935 1
79288 41424 79288 1
94976 10048 94976 1
56142 87716 56142 1
42076 84151 42076 1
68469 63062 68469 1
16683 33365 16683 1
32581 65161 32581 1
80051 39898 80051 1
77076 45848 77076 1
19536 39071 19536 1
84415 31170 84415 1
49331 98661 49331 1
2469 4937 2469 1
50665 98670 50665 1
83810 32380 83810 1
72293 55414 72293 1
85309 29382 85309 1
94323 11354 94323 1
59373 81254 59373 1
95942 8116 95942 1
82629 34742 82629 1
379 757 379 1
88618 22764 88618 1
51507 96986 51507 1
77199 45602 77199 1
98214 3572 98214 1
57592 84816 57592 1
7510 15019 7510 1
80907 38186 80907 1
53437 93126 53437 1
36970 73939 36970 1
77830 44340 77830 1
38306 76611 38306 1
53052 93896 53052 1
68808 62384 68808 1
19262 38523 19262 1
96057 7886 96057 1
9797 19593 9797 1
64273 71454 64273 1
18355 36709 18355 1
1086 2171 1086 1
11542 23083 11542 1
28554 57107 28554 1
55252 89496 55252 1
27857 55713 27857 1
26662 53323 26662 1
24954 49907 24954 1
30002 60003 30002 1
8279 16557 8279 1
51281 97438 51281 1
74883 50234 74883 1
13063 26125 13063 1
97326 5348 97326 1
47898 95795 47898 1
5409 10817 5409 1
69039 61922 69039 1
759 1517 759 1
43861 87721 43861 1
67914 64172 67914 1
72764 54472 72764 1
38334 76667 38334 1
82067 35866 82067 1
69205 61590 69205 1
14481 28961 14481 1
44100 88199 44100 1
67765 64470 67765 1
4046 8091 4046 1
99493 1014 99493 1
67881 64238 67881 1
8464 16927 8464 1
46717 93433 46717 1
8097 16193 8097 1
24961 49921 24961 1
14665 29329 14665 1
3215 6429 3215 1
65573 68854 65573 1
169 337 169 1
59442 81116 59442 1
3681 7361 3681 1
1781 3561 1781 1
52296 95408 52296 1
57398 85204 57398 1
60152 79696 60152 1
12503 25005 12503 1
84093 31814 84093 1
99811 378 99811 1
68414 63172 68414 1
2953 5905 2953 1
92030 15940 92030 1
93435 13130 93435 1
26455 52909 26455 1
81583 36834 81583 1
28773 57545 28773 1
69750 60500 69750 1
44498 88995 44498 1
90847 18306 90847 1
92774 14452 92774 1
78680 42640 78680 1
18565 37129 18565 1
72470 55060 72470 1
63937 72126 63937 1
86147 27706 86147 1
56276 87448 56276 1
23565 47129 23565 1
7559 15117 7559 1
27861 55721 27861 1
66347 67306 66347 1
17817 35633 17817 1
62831 74338 62831 1
40744 81487 40744 1
16770 33539 16770 1
14137 28273 14137 1
43766 87531 43766 1
6328 12655 6328 1
27077 54153 27077 1
45400 90799 45400 1
40643 81285 40643 1
10643 21285 10643 1
40472 80943 40472 1
83285 33430 83285 1
45451 90901 45451 1
44871 89741 44871 1
19035 38069 19035 1
12756 25511 12756 1
41386 82771 41386 1
37131 74261 37131 1
19853 39705 19853 1
28095 56189 28095 1
31734 63467 31734 1
88394 23212 88394 1
92067 15866 92067 1
99940 120 99940 1
36729 73457 36729 1
30052 60103 30052 1
1398 2795 1398 1
61130 77740 61130 1
67525 64950 67525 1
7135 14269 7135 1
70489 59022 70489 1
59083 81834 59083 1
26412 52823 26412 1
13037 26073 13037 1
89720 20560 89720 1
76551 46898 76551 1
92476 15048 92476 1
76530 46940 76530 1
54204 91592 54204 1
3659 7317 3659 1
92297 15406 92297 1
60571 78858 60571 1
21349 42697 21349 1
22912 45823 22912 1
26727 53453 26727 1
81406 37188 81406 1
